"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 06:00","2021","07","05","06:00","11.7","","11.2","","97","","0.0","","","M","4","","16.1","","101.33","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 07:00","2021","07","05","07:00","12.3","","11.5","","95","","0.0","","","","0","","16.1","","101.37","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 08:00","2021","07","05","08:00","12.9","","11.4","","90","","0.0","","","M","5","","16.1","","101.39","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 09:00","2021","07","05","09:00","13.3","","12.0","","92","","0.0","","34","","5","","16.1","","101.38","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 10:00","2021","07","05","10:00","14.0","","12.2","","89","","0.0","","","M","5","","16.1","","101.39","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 11:00","2021","07","05","11:00","15.1","","12.5","","84","","0.0","","34","","9","","16.1","","101.43","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 12:00","2021","07","05","12:00","15.9","","12.9","","82","","0.0","","36","","11","","16.1","","101.45","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 13:00","2021","07","05","13:00","16.8","","12.5","","76","","0.0","","33","","11","","16.1","","101.44","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 14:00","2021","07","05","14:00","18.6","","13.1","","70","","0.0","","35","","13","","16.1","","101.42","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 15:00","2021","07","05","15:00","19.8","","13.3","","66","","0.0","","","M","8","","16.1","","101.43","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 16:00","2021","07","05","16:00","19.3","","12.9","","66","","0.0","","26","","9","","16.1","","101.44","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 17:00","2021","07","05","17:00","18.9","","12.9","","68","","0.0","","17","","13","","16.1","","101.44","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 18:00","2021","07","05","18:00","16.7","","12.1","","74","","0.0","","","M","8","","16.1","","101.46","","","","","","NA"
"-128.16","52.19","BELLA BELLA","1060815","2021-07-05 19:00","2021","07","05","19:00","15.4","","11.9","","80","","0.0","","20","","5","","16.1","","101.48","","","","","","NA"
